Overall Food Insecurity Rate,# of Food Insecure Persons Overall,SNAP Threshold,% FI ≤ SNAP Threshold,% FI > SNAP Threshold,Child Food Insecurity Rate,# of Food Insecure Children,% food insecure children in HH w/ HH incomes below 185 FPL,% food insecure children in HH w/ HH incomes above 185 FPL,Cost Per Meal,Weighted weekly $ needed by FI,Weighted Annual Food Budget Shortfall,Rural-Urban Continuum Code (2013),Rural-Urban Continuum Code (2023),Census Region,Census Division,FNS Region,Overall Food Insecurity Rate MissingFlag,Child Food Insecurity Rate MissingFlag,CountyFIPS
0.122,9390.0,2.0,0.851,0.149,0.145,2490.0,1.0,0.0,3.54,20.61,5870000.0,4.0,4.0,Northeast,Middle Atlantic,Northeast,0,0,36009
0.103,7870.0,2.0,0.775,0.225,0.12,1820.0,0.97,0.03,3.79,22.08,5271000.0,4.0,4.0,Northeast,Middle Atlantic,Northeast,0,0,36011
0.124,15850.0,2.0,0.86,0.14,0.152,3990.0,0.93,0.07,3.7,21.55,10361000.0,4.0,4.0,Northeast,Middle Atlantic,Northeast,0,0,36013
0.11,9250.0,2.0,0.789,0.211,0.137,2480.0,0.95,0.05,3.71,21.61,6064000.0,3.0,3.0,Northeast,Middle Atlantic,Northeast,0,0,36015
0.104,4910.0,2.0,0.94,0.0600000000000001,0.122,1200.0,1.0,0.0,3.44,20.05,2986000.0,6.0,6.0,Northeast,Middle Atlantic,Northeast,0,0,36017
0.103,8220.0,2.0,0.772,0.228,0.117,1690.0,0.99,0.01,3.84,22.37,5577000.0,5.0,5.0,Northeast,Middle Atlantic,Northeast,0,0,36019
0.083,5110.0,2.0,0.746,0.254,0.105,1100.0,0.9,0.1,3.97,23.12,3584000.0,6.0,6.0,Northeast,Middle Atlantic,Northeast,0,0,36021
0.097,4560.0,2.0,0.805,0.195,0.104,940.0,0.94,0.06,3.66,21.34,2952000.0,4.0,4.0,Northeast,Middle Atlantic,Northeast,0,0,36023
0.111,4950.0,2.0,0.84,0.16,0.15,1110.0,0.91,0.09,4.07,23.71,3560000.0,6.0,6.0,Northeast,Middle Atlantic,Northeast,0,0,36025
0.072,21410.0,2.0,0.612,0.388,0.082,4590.0,0.8,0.2,3.99,23.25,15099000.0,1.0,1.0,Northeast,Middle Atlantic,Northeast,0,0,36027
0.099,94150.0,2.0,0.737,0.263,0.138,26790.0,0.83,0.17,4.0,23.32,66597000.0,1.0,1.0,Northeast,Middle Atlantic,Northeast,0,0,36029
0.089,3340.0,2.0,0.848,0.152,0.11,660.0,1.0,0.0,4.11,23.94,2425000.0,6.0,6.0,Northeast,Middle Atlantic,Northeast,0,0,36031
0.118,5670.0,2.0,0.769,0.231,0.148,1370.0,0.88,0.12,3.66,21.34,3670000.0,7.0,7.0,Northeast,Middle Atlantic,Northeast,0,0,36033
0.117,6280.0,2.0,0.882,0.118,0.143,1560.0,0.98,0.02,3.58,20.83,3967000.0,4.0,4.0,Northeast,Middle Atlantic,Northeast,0,0,36035
0.092,5380.0,2.0,0.778,0.222,0.09,1090.0,0.99,0.01,3.62,21.11,3445000.0,4.0,4.0,Northeast,Middle Atlantic,Northeast,0,0,36037
0.084,4010.0,2.0,0.833,0.167,0.096,750.0,0.86,0.15,3.92,22.86,2780000.0,6.0,6.0,Northeast,Middle Atlantic,Northeast,0,0,36039
0.095,480.0,2.0,0.769,0.231,0.09,60.0,1.0,0.0,3.91,22.8,332000.0,8.0,8.0,Northeast,Middle Atlantic,Northeast,0,0,36041
0.108,6550.0,2.0,0.822,0.178,0.128,1600.0,1.0,0.0,3.53,20.59,4091000.0,2.0,2.0,Northeast,Middle Atlantic,Northeast,0,0,36043
0.111,13010.0,2.0,0.765,0.235,0.136,3890.0,0.88,0.12,3.7,21.55,8506000.0,3.0,3.0,Northeast,Middle Atlantic,Northeast,0,0,36045
0.139,377100.0,2.0,0.728,0.272,0.216,134150.0,0.8,0.2,4.48,26.11,298679000.0,1.0,1.0,Northeast,Middle Atlantic,Northeast,0,0,36047
0.091,2420.0,2.0,0.958,0.042,0.113,700.0,1.0,0.0,3.35,19.5,1432000.0,6.0,6.0,Northeast,Middle Atlantic,Northeast,0,0,36049
0.08,4950.0,2.0,0.731,0.269,0.086,960.0,0.99,0.01,3.75,21.83,3278000.0,1.0,1.0,Northeast,Middle Atlantic,Northeast,0,0,36051
0.079,5430.0,2.0,0.791,0.209,0.083,1080.0,0.91,0.09,3.74,21.81,3592000.0,2.0,2.0,Northeast,Middle Atlantic,Northeast,0,0,36053
0.096,72790.0,2.0,0.72,0.28,0.143,22580.0,0.77,0.23,3.93,22.9,50559000.0,1.0,1.0,Northeast,Middle Atlantic,Northeast,0,0,36055
0.118,5820.0,2.0,0.891,0.109,0.155,1780.0,1.0,0.0,3.65,21.29,3758000.0,4.0,4.0,Northeast,Middle Atlantic,Northeast,0,0,36057
0.044,60640.0,2.0,0.61,0.39,0.039,11710.0,0.97,0.03,4.2,24.44,44948000.0,1.0,1.0,Northeast,Middle Atlantic,Northeast,0,0,36059
0.132,220500.0,2.0,0.609,0.391,0.148,35850.0,0.73,0.27,5.96,34.72,232235000.0,1.0,1.0,Northeast,Middle Atlantic,Northeast,0,0,36061
0.1,21300.0,2.0,0.754,0.246,0.128,5490.0,0.85,0.16,3.7,21.57,13939000.0,1.0,1.0,Northeast,Middle Atlantic,Northeast,0,0,36063
0.103,23920.0,2.0,0.774,0.226,0.131,6510.0,0.94,0.06,3.69,21.5,15599000.0,2.0,2.0,Northeast,Middle Atlantic,Northeast,0,0,36065
0.097,46220.0,2.0,0.731,0.269,0.136,13840.0,0.85,0.15,3.97,23.1,32384000.0,2.0,2.0,Northeast,Middle Atlantic,Northeast,0,0,36067
0.08,8920.0,2.0,0.742,0.258,0.079,1780.0,0.92,0.08,3.93,22.89,6194000.0,1.0,1.0,Northeast,Middle Atlantic,Northeast,0,0,36069
0.078,31090.0,2.0,0.738,0.262,0.104,10640.0,0.93,0.07,3.83,22.33,21056000.0,1.0,1.0,Northeast,Middle Atlantic,Northeast,0,0,36071
0.104,4240.0,2.0,0.842,0.158,0.138,1080.0,1.0,0.0,3.52,20.47,2633000.0,1.0,1.0,Northeast,Middle Atlantic,Northeast,0,0,36073
0.115,13560.0,2.0,0.759,0.241,0.146,3640.0,0.93,0.07,3.56,20.71,8520000.0,2.0,2.0,Northeast,Middle Atlantic,Northeast,0,0,36075
0.092,5440.0,2.0,0.809,0.191,0.104,980.0,1.0,0.0,3.79,22.06,3640000.0,7.0,7.0,Northeast,Middle Atlantic,Northeast,0,0,36077
0.053,5230.0,2.0,0.511,0.489,0.036,700.0,0.8,0.2,4.32,25.15,3990000.0,1.0,1.0,Northeast,Middle Atlantic,Northeast,0,0,36079
0.109,260030.0,2.0,0.722,0.278,0.159,77100.0,0.74,0.26,4.06,23.66,186656000.0,1.0,1.0,Northeast,Middle Atlantic,Northeast,0,0,36081
0.093,15010.0,2.0,0.656,0.344,0.114,3600.0,0.79,0.21,3.9,22.74,10354000.0,2.0,2.0,Northeast,Middle Atlantic,Northeast,0,0,36083
0.094,46290.0,2.0,0.62,0.38,0.118,12750.0,0.72,0.28,4.06,23.62,33166000.0,1.0,1.0,Northeast,Middle Atlantic,Northeast,0,0,36085
0.082,27720.0,2.0,0.733,0.267,0.113,10960.0,1.0,0.0,3.92,22.82,19190000.0,1.0,1.0,Northeast,Middle Atlantic,Northeast,0,0,36087
0.118,12870.0,2.0,0.776,0.224,0.139,3060.0,0.96,0.04,3.7,21.53,8405000.0,4.0,4.0,Northeast,Middle Atlantic,Northeast,0,0,36089
0.068,15990.0,2.0,0.63,0.37,0.05,2320.0,0.93,0.07,4.15,24.15,11714000.0,2.0,2.0,Northeast,Middle Atlantic,Northeast,0,0,36091
0.09,14170.0,2.0,0.689,0.311,0.112,3860.0,0.79,0.21,3.83,22.29,9580000.0,2.0,2.0,Northeast,Middle Atlantic,Northeast,0,0,36093
0.099,2970.0,2.0,0.786,0.214,0.109,580.0,0.94,0.06,3.44,20.05,1806000.0,2.0,2.0,Northeast,Middle Atlantic,Northeast,0,0,36095
0.114,2040.0,2.0,0.842,0.158,0.132,450.0,0.9,0.1,3.71,21.61,1337000.0,6.0,6.0,Northeast,Middle Atlantic,Northeast,0,0,36097
0.099,3370.0,2.0,0.799,0.201,0.108,740.0,0.92,0.08,3.47,20.19,2064000.0,6.0,6.0,Northeast,Middle Atlantic,Northeast,0,0,36099
0.103,9720.0,2.0,0.875,0.125,0.117,2390.0,1.0,0.0,3.73,21.74,6411000.0,4.0,4.0,Northeast,Middle Atlantic,Northeast,0,0,36101
0.052,79120.0,2.0,0.6,0.4,0.049,15870.0,0.86,0.14,4.22,24.57,58970000.0,1.0,1.0,Northeast,Middle Atlantic,Northeast,0,0,36103
0.099,7730.0,2.0,0.81,0.19,0.15,2510.0,0.93,0.07,3.57,20.8,4878000.0,4.0,4.0,Northeast,Middle Atlantic,Northeast,0,0,36105
0.085,4150.0,2.0,0.845,0.155,0.084,850.0,1.0,0.0,3.81,22.2,2795000.0,2.0,2.0,Northeast,Middle Atlantic,Northeast,0,0,36107
0.092,9680.0,2.0,0.777,0.223,0.079,1190.0,1.0,0.0,4.32,25.14,7382000.0,3.0,3.0,Northeast,Middle Atlantic,Northeast,0,0,36109
0.095,17330.0,2.0,0.668,0.332,0.106,3400.0,0.77,0.23,3.9,22.73,11950000.0,3.0,3.0,Northeast,Middle Atlantic,Northeast,0,0,36111
0.09,5890.0,2.0,0.729,0.271,0.088,1050.0,0.84,0.16,3.91,22.8,4073000.0,3.0,3.0,Northeast,Middle Atlantic,Northeast,0,0,36113
0.097,5970.0,2.0,0.755,0.245,0.115,1330.0,0.88,0.12,3.97,23.1,4184000.0,3.0,3.0,Northeast,Middle Atlantic,Northeast,0,0,36115
0.088,8010.0,2.0,0.807,0.193,0.097,1900.0,0.92,0.08,3.6,20.99,5100000.0,1.0,1.0,Northeast,Middle Atlantic,Northeast,0,0,36117
0.066,66080.0,2.0,0.6,0.4,0.072,15880.0,0.78,0.23,4.36,25.37,50860000.0,1.0,1.0,Northeast,Middle Atlantic,Northeast,0,0,36119
0.079,3230.0,2.0,0.799,0.201,0.085,690.0,1.0,0.0,3.78,22.0,2156000.0,6.0,6.0,Northeast,Middle Atlantic,Northeast,0,0,36121
0.089,2210.0,2.0,0.877,0.123,0.11,620.0,1.0,0.0,3.99,23.26,1560000.0,1.0,1.0,Northeast,Middle Atlantic,Northeast,0,0,36123
0.114,19330.0,2.0,0.751,0.249,0.153,5790.0,0.8,0.2,3.67,21.37,12533000.0,3.0,3.0,South,South Atlantic,Southeast,0,0,37001
0.116,4240.0,2.0,0.794,0.206,0.135,990.0,0.85,0.16,3.29,19.15,2463000.0,2.0,2.0,South,South Atlantic,Southeast,0,0,37003
0.158,1720.0,2.0,0.931,0.069,0.208,390.0,0.92,0.08,3.22,18.75,978000.0,9.0,9.0,South,South Atlantic,Southeast,0,0,37005
0.125,2800.0,2.0,0.84,0.16,0.264,1220.0,0.82,0.18,3.46,20.15,1711000.0,6.0,6.0,South,South Atlantic,Southeast,0,0,37007
0.131,3480.0,2.0,0.885,0.115,0.14,650.0,0.97,0.03,3.22,18.75,1980000.0,7.0,7.0,South,South Atlantic,Southeast,0,0,37009
0.131,2320.0,2.0,0.774,0.226,0.137,350.0,1.0,0.0,4.15,24.19,1703000.0,8.0,8.0,South,South Atlantic,Southeast,0,0,37011
0.132,5950.0,2.0,0.719,0.281,0.199,1790.0,0.74,0.26,3.46,20.18,3642000.0,6.0,6.0,South,South Atlantic,Southeast,0,0,37013
0.141,2550.0,2.0,0.754,0.246,0.283,880.0,0.79,0.21,3.29,19.19,1484000.0,7.0,7.0,South,South Atlantic,Southeast,0,0,37015
0.147,4440.0,2.0,0.788,0.212,0.237,1470.0,0.79,0.21,3.49,20.34,2739000.0,6.0,6.0,South,South Atlantic,Southeast,0,0,37017
0.112,15030.0,2.0,0.654,0.346,0.145,2920.0,0.8,0.2,3.91,22.75,10374000.0,2.0,2.0,South,South Atlantic,Southeast,0,0,37019
0.119,31670.0,2.0,0.737,0.263,0.118,5830.0,0.86,0.14,4.26,24.83,23852000.0,2.0,2.0,South,South Atlantic,Southeast,0,0,37021
0.15,13180.0,2.0,0.809,0.191,0.183,3000.0,0.86,0.14,3.27,19.06,7621000.0,2.0,2.0,South,South Atlantic,Southeast,0,0,37023
0.089,19700.0,2.0,0.628,0.372,0.111,6290.0,0.7,0.3,3.79,22.08,13194000.0,1.0,1.0,South,South Atlantic,Southeast,0,0,37025
0.135,10890.0,2.0,0.885,0.115,0.153,2510.0,0.81,0.19,3.22,18.75,6195000.0,2.0,2.0,South,South Atlantic,Southeast,0,0,37027
0.094,970.0,2.0,0.761,0.239,0.112,270.0,0.63,0.37,3.48,20.27,596000.0,8.0,8.0,South,South Atlantic,Southeast,0,0,37029
0.117,7980.0,2.0,0.694,0.306,0.12,1420.0,0.76,0.24,4.03,23.48,5684000.0,4.0,4.0,South,South Atlantic,Southeast,0,0,37031
0.128,2910.0,2.0,0.615,0.385,0.208,880.0,0.58,0.42,3.42,19.89,1756000.0,8.0,8.0,South,South Atlantic,Southeast,0,0,37033
0.12,19250.0,2.0,0.747,0.253,0.138,4910.0,0.87,0.14,3.56,20.73,12104000.0,2.0,2.0,South,South Atlantic,Southeast,0,0,37035
0.097,7310.0,2.0,0.658,0.342,0.1,1510.0,0.84,0.16,3.86,22.5,4988000.0,2.0,2.0,South,South Atlantic,Southeast,0,0,37037
0.147,4190.0,2.0,0.876,0.124,0.161,750.0,0.97,0.03,3.29,19.18,2438000.0,9.0,9.0,South,South Atlantic,Southeast,0,0,37039
0.141,1950.0,2.0,0.706,0.294,0.256,730.0,0.79,0.21,3.48,20.27,1199000.0,6.0,6.0,South,South Atlantic,Southeast,0,0,37041
0.143,1570.0,2.0,0.769,0.231,0.134,250.0,0.88,0.12,3.29,19.18,913000.0,9.0,9.0,South,South Atlantic,Southeast,0,0,37043
0.139,13710.0,2.0,0.824,0.176,0.196,4320.0,0.84,0.16,3.24,18.86,7841000.0,4.0,4.0,South,South Atlantic,Southeast,0,0,37045
0.145,7480.0,2.0,0.826,0.174,0.224,2420.0,0.89,0.11,3.25,18.93,4295000.0,6.0,6.0,South,South Atlantic,Southeast,0,0,37047
0.12,12200.0,2.0,0.703,0.297,0.179,3940.0,0.74,0.26,3.72,21.69,8026000.0,3.0,3.0,South,South Atlantic,Southeast,0,0,37049
0.141,47040.0,2.0,0.72,0.28,0.23,19200.0,0.75,0.25,3.62,21.07,30068000.0,2.0,2.0,South,South Atlantic,Southeast,0,0,37051
0.089,2440.0,2.0,0.568,0.432,0.09,550.0,0.71,0.29,4.21,24.49,1813000.0,1.0,1.0,South,South Atlantic,Southeast,0,0,37053
0.1,3680.0,2.0,0.635,0.365,0.107,730.0,0.82,0.18,4.26,24.79,2767000.0,4.0,4.0,South,South Atlantic,Southeast,0,0,37055
0.127,21310.0,2.0,0.818,0.182,0.153,5660.0,0.93,0.07,3.4,19.8,12799000.0,2.0,2.0,South,South Atlantic,Southeast,0,0,37057
0.119,5050.0,2.0,0.673,0.327,0.121,1100.0,0.81,0.19,3.44,20.03,3068000.0,2.0,2.0,South,South Atlantic,Southeast,0,0,37059
0.13,6480.0,2.0,0.904,0.096,0.198,2380.0,0.91,0.09,3.28,19.12,3758000.0,6.0,6.0,South,South Atlantic,Southeast,0,0,37061
0.096,30870.0,2.0,0.641,0.359,0.153,10080.0,0.74,0.26,3.99,23.25,21774000.0,2.0,2.0,South,South Atlantic,Southeast,0,0,37063
0.143,7100.0,2.0,0.743,0.257,0.305,3450.0,0.81,0.19,3.29,19.15,4124000.0,3.0,3.0,South,South Atlantic,Southeast,0,0,37065
0.116,44070.0,2.0,0.676,0.324,0.168,14800.0,0.79,0.21,3.81,22.22,29700000.0,2.0,2.0,South,South Atlantic,Southeast,0,0,37067
0.103,6980.0,2.0,0.777,0.223,0.153,2280.0,0.8,0.2,3.43,19.95,4224000.0,1.0,1.0,South,South Atlantic,Southeast,0,0,37069
0.123,27870.0,2.0,0.745,0.255,0.158,8120.0,0.74,0.26,3.52,20.49,17320000.0,1.0,1.0,South,South Atlantic,Southeast,0,0,37071
0.116,1230.0,2.0,0.69,0.31,0.17,360.0,0.49,0.51,3.29,19.19,716000.0,1.0,1.0,South,South Atlantic,Southeast,0,0,37073
0.15,1210.0,2.0,0.95,0.05,0.155,250.0,0.88,0.12,3.29,19.18,704000.0,9.0,9.0,South,South Atlantic,Southeast,0,0,37075
0.102,6220.0,2.0,0.71,0.29,0.155,1940.0,0.78,0.23,3.45,20.07,3786000.0,4.0,4.0,South,South Atlantic,Southeast,0,0,37077
0.136,2780.0,2.0,0.765,0.235,0.233,970.0,0.88,0.13,3.51,20.45,1724000.0,8.0,8.0,South,South Atlantic,Southeast,0,0,37079
0.11,58960.0,2.0,0.686,0.314,0.178,21400.0,0.72,0.29,3.78,22.0,39346000.0,2.0,2.0,South,South Atlantic,Southeast,0,0,37081
0.16,7870.0,2.0,0.796,0.204,0.3,3190.0,0.86,0.14,3.31,19.27,4599000.0,4.0,4.0,South,South Atlantic,Southeast,0,0,37083
0.122,16220.0,2.0,0.728,0.272,0.167,5770.0,0.74,0.26,3.52,20.52,10098000.0,4.0,4.0,South,South Atlantic,Southeast,0,0,37085
0.129,7950.0,2.0,0.809,0.191,0.137,1540.0,0.89,0.12,3.73,21.7,5233000.0,2.0,2.0,South,South Atlantic,Southeast,0,0,37087
0.112,12910.0,2.0,0.726,0.274,0.124,2710.0,0.79,0.21,3.81,22.21,8698000.0,2.0,2.0,South,South Atlantic,Southeast,0,0,37089
0.132,2900.0,2.0,0.721,0.279,0.292,1200.0,0.86,0.14,3.29,19.19,1688000.0,6.0,6.0,South,South Atlantic,Southeast,0,0,37091
0.133,6930.0,2.0,0.727,0.273,0.198,2820.0,0.68,0.32,3.41,19.84,4171000.0,2.0,2.0,South,South Atlantic,Southeast,0,0,37093
0.149,700.0,2.0,0.743,0.257,0.223,210.0,0.92,0.08,4.26,24.79,526000.0,9.0,9.0,South,South Atlantic,Southeast,0,0,37095
0.102,18800.0,2.0,0.652,0.348,0.119,5020.0,0.73,0.27,3.78,22.01,12552000.0,1.0,1.0,South,South Atlantic,Southeast,0,0,37097
0.141,6060.0,2.0,0.795,0.205,0.16,1160.0,0.91,0.09,3.42,19.93,3663000.0,6.0,6.0,South,South Atlantic,Southeast,0,0,37099
0.105,22210.0,2.0,0.74,0.26,0.129,6930.0,0.82,0.18,3.72,21.67,14600000.0,1.0,1.0,South,South Atlantic,Southeast,0,0,37101
0.149,1390.0,2.0,0.836,0.164,0.191,340.0,0.89,0.11,3.72,21.69,914000.0,3.0,3.0,South,South Atlantic,Southeast,0,0,37103
0.131,8190.0,2.0,0.768,0.232,0.182,2760.0,0.81,0.19,3.58,20.82,5173000.0,4.0,4.0,South,South Atlantic,Southeast,0,0,37105
0.161,8900.0,2.0,0.825,0.175,0.268,3380.0,0.79,0.21,3.4,19.81,5348000.0,4.0,4.0,South,South Atlantic,Southeast,0,0,37107
0.112,9610.0,2.0,0.706,0.294,0.105,1910.0,0.88,0.13,3.62,21.09,6149000.0,1.0,1.0,South,South Atlantic,Southeast,0,0,37109
0.137,6080.0,2.0,0.826,0.174,0.15,1350.0,0.9,0.1,3.22,18.76,3460000.0,6.0,6.0,South,South Atlantic,Southeast,0,0,37111
0.144,5260.0,2.0,0.813,0.187,0.148,970.0,1.0,0.0,3.32,19.34,3085000.0,7.0,7.0,South,South Atlantic,Southeast,0,0,37113
0.133,2830.0,2.0,0.723,0.277,0.119,460.0,0.8,0.2,3.68,21.42,1839000.0,2.0,2.0,South,South Atlantic,Southeast,0,0,37115
0.139,3090.0,2.0,0.742,0.258,0.259,1190.0,0.71,0.29,3.21,18.69,1752000.0,6.0,6.0,South,South Atlantic,Southeast,0,0,37117
0.091,100470.0,2.0,0.617,0.383,0.137,35260.0,0.7,0.3,4.19,24.43,74450000.0,1.0,1.0,South,South Atlantic,Southeast,0,0,37119
0.138,2070.0,2.0,0.786,0.214,0.131,360.0,0.78,0.22,3.22,18.76,1178000.0,7.0,7.0,South,South Atlantic,Southeast,0,0,37121
0.126,3270.0,2.0,0.868,0.132,0.185,1050.0,0.95,0.05,3.16,18.42,1827000.0,6.0,6.0,South,South Atlantic,Southeast,0,0,37123
0.104,10300.0,2.0,0.633,0.367,0.112,2400.0,0.63,0.37,4.12,24.01,7500000.0,4.0,4.0,South,South Atlantic,Southeast,0,0,37125
0.116,11010.0,2.0,0.721,0.279,0.209,4370.0,0.61,0.39,3.49,20.31,6785000.0,3.0,3.0,South,South Atlantic,Southeast,0,0,37127
0.117,26430.0,2.0,0.687,0.313,0.123,5100.0,0.84,0.16,4.11,23.91,19169000.0,2.0,2.0,South,South Atlantic,Southeast,0,0,37129
0.127,2280.0,2.0,0.712,0.288,0.275,870.0,0.7,0.3,3.31,19.27,1332000.0,9.0,9.0,South,South Atlantic,Southeast,0,0,37131
0.134,26930.0,2.0,0.743,0.257,0.168,8270.0,0.81,0.19,3.62,21.06,17207000.0,3.0,3.0,South,South Atlantic,Southeast,0,0,37133
0.095,13940.0,2.0,0.579,0.421,0.066,1900.0,0.86,0.14,4.48,26.1,11036000.0,2.0,2.0,South,South Atlantic,Southeast,0,0,37135
0.123,1510.0,2.0,0.773,0.227,0.166,310.0,0.84,0.16,3.72,21.69,993000.0,3.0,3.0,South,South Atlantic,Southeast,0,0,37137
0.109,4400.0,2.0,0.636,0.364,0.193,1710.0,0.62,0.38,3.48,20.27,2705000.0,4.0,4.0,South,South Atlantic,Southeast,0,0,37139
0.111,6660.0,2.0,0.654,0.346,0.127,1710.0,0.77,0.23,4.04,23.53,4754000.0,2.0,2.0,South,South Atlantic,Southeast,0,0,37141
0.123,1600.0,2.0,0.728,0.272,0.174,430.0,0.62,0.38,3.48,20.27,984000.0,8.0,8.0,South,South Atlantic,Southeast,0,0,37143
0.134,5230.0,2.0,0.681,0.319,0.215,1750.0,0.66,0.34,3.37,19.61,3111000.0,2.0,2.0,South,South Atlantic,Southeast,0,0,37145
0.131,22320.0,2.0,0.76,0.24,0.209,7640.0,0.71,0.29,3.74,21.79,14749000.0,3.0,3.0,South,South Atlantic,Southeast,0,0,37147
0.122,2380.0,2.0,0.729,0.271,0.129,410.0,0.81,0.19,3.81,22.21,1604000.0,8.0,8.0,South,South Atlantic,Southeast,0,0,37149
0.135,19360.0,2.0,0.836,0.164,0.157,5110.0,0.95,0.05,3.39,19.72,11581000.0,2.0,2.0,South,South Atlantic,Southeast,0,0,37151
0.166,7180.0,2.0,0.745,0.255,0.274,2790.0,0.81,0.19,3.33,19.39,4223000.0,5.0,5.0,South,South Atlantic,Southeast,0,0,37153
0.18,21410.0,2.0,0.845,0.155,0.248,7420.0,0.9,0.1,3.22,18.76,12185000.0,4.0,4.0,South,South Atlantic,Southeast,0,0,37155
0.14,12770.0,2.0,0.774,0.226,0.193,3570.0,0.8,0.2,3.3,19.23,7449000.0,2.0,2.0,South,South Atlantic,Southeast,0,0,37157
0.132,19220.0,2.0,0.789,0.211,0.18,5870.0,0.85,0.15,3.55,20.66,12043000.0,1.0,1.0,South,South Atlantic,Southeast,0,0,37159
0.16,10340.0,2.0,0.862,0.138,0.196,2590.0,0.91,0.09,3.29,19.16,6009000.0,4.0,4.0,South,South Atlantic,Southeast,0,0,37161
0.125,7460.0,2.0,0.82,0.18,0.192,2820.0,0.84,0.16,3.25,18.96,4290000.0,6.0,6.0,South,South Atlantic,Southeast,0,0,37163
0.179,6150.0,2.0,0.774,0.226,0.305,2410.0,0.89,0.11,3.3,19.2,3582000.0,6.0,6.0,South,South Atlantic,Southeast,0,0,37165
0.125,7790.0,2.0,0.691,0.309,0.158,2150.0,0.81,0.19,3.4,19.78,4673000.0,6.0,6.0,South,South Atlantic,Southeast,0,0,37167
0.138,6160.0,2.0,0.757,0.243,0.164,1380.0,0.81,0.19,3.44,20.02,3741000.0,2.0,2.0,South,South Atlantic,Southeast,0,0,37169
0.145,10340.0,2.0,0.829,0.171,0.15,2290.0,0.87,0.13,3.34,19.44,6096000.0,4.0,4.0,South,South Atlantic,Southeast,0,0,37171
0.151,2140.0,2.0,0.936,0.0639999999999999,0.168,550.0,0.98,0.02,3.42,19.93,1294000.0,8.0,8.0,South,South Atlantic,Southeast,0,0,37173
0.12,3970.0,2.0,0.751,0.249,0.138,720.0,0.96,0.04,3.71,21.59,2600000.0,6.0,6.0,South,South Atlantic,Southeast,0,0,37175
0.137,470.0,2.0,0.606,0.394,0.235,120.0,0.75,0.25,3.48,20.27,289000.0,9.0,9.0,South,South Atlantic,Southeast,0,0,37177
0.076,17850.0,2.0,0.631,0.369,0.069,4350.0,0.9,0.11,3.86,22.46,12159000.0,1.0,1.0,South,South Atlantic,Southeast,0,0,37179
0.143,6110.0,2.0,0.826,0.174,0.266,2720.0,0.85,0.15,3.32,19.35,3585000.0,4.0,4.0,South,South Atlantic,Southeast,0,0,37181
0.085,94980.0,2.0,0.546,0.454,0.089,23720.0,0.73,0.27,4.14,24.11,69451000.0,1.0,1.0,South,South Atlantic,Southeast,0,0,37183
0.138,2610.0,2.0,0.813,0.187,0.282,970.0,0.78,0.22,3.32,19.35,1532000.0,8.0,8.0,South,South Atlantic,Southeast,0,0,37185
0.166,1860.0,2.0,0.825,0.175,0.297,680.0,0.76,0.24,3.21,18.69,1054000.0,7.0,7.0,South,South Atlantic,Southeast,0,0,37187
0.126,6790.0,2.0,0.814,0.186,0.092,630.0,0.88,0.12,4.15,24.19,4983000.0,5.0,5.0,South,South Atlantic,Southeast,0,0,37189
0.13,15330.0,2.0,0.732,0.268,0.205,5780.0,0.77,0.23,3.41,19.87,9240000.0,3.0,3.0,South,South Atlantic,Southeast,0,0,37191
0.149,9860.0,2.0,0.863,0.137,0.177,2400.0,0.77,0.23,3.4,19.8,5921000.0,6.0,6.0,South,South Atlantic,Southeast,0,0,37193
0.137,10760.0,2.0,0.777,0.223,0.231,4220.0,0.82,0.18,3.51,20.43,6669000.0,4.0,4.0,South,South Atlantic,Southeast,0,0,37195
0.131,4880.0,2.0,0.743,0.257,0.143,1120.0,0.8,0.2,3.47,20.23,2994000.0,2.0,2.0,South,South Atlantic,Southeast,0,0,37197
0.136,2500.0,2.0,0.905,0.095,0.142,480.0,1.0,0.0,3.57,20.81,1578000.0,8.0,8.0,South,South Atlantic,Southeast,0,0,37199
0.068,150.0,2.0,0.661,0.339,0.091,50.0,0.63,0.37,3.7,21.54,98000.0,9.0,9.0,Midwest,West North Central,Mountain Plains,0,0,38001
0.043,470.0,2.0,0.718,0.282,0.071,150.0,0.58,0.43,3.46,20.13,287000.0,6.0,6.0,Midwest,West North Central,Mountain Plains,0,0,38003
0.137,840.0,2.0,0.676,0.324,0.194,430.0,0.82,0.18,3.46,20.13,513000.0,9.0,9.0,Midwest,West North Central,Mountain Plains,0,0,38005
0.04,30.0,2.0,0.549,0.451,0.017,0.0,0.54,0.46,3.7,21.54,20000.0,9.0,9.0,Midwest,West North Central,Mountain Plains,0,0,38007
0.055,350.0,2.0,0.569,0.431,0.084,120.0,0.63,0.37,3.62,21.06,224000.0,9.0,9.0,Midwest,West North Central,Mountain Plains,0,0,38009
0.033,100.0,2.0,0.709,0.291,0.067,50.0,0.57,0.43,3.7,21.54,65000.0,9.0,9.0,Midwest,West North Central,Mountain Plains,0,0,38011
0.036,80.0,2.0,0.586,0.414,0.061,30.0,0.69,0.31,3.78,22.02,53000.0,9.0,9.0,Midwest,West North Central,Mountain Plains,0,0,38013
0.04,3960.0,2.0,0.61,0.39,0.058,1350.0,0.68,0.32,3.77,21.97,2639000.0,3.0,3.0,Midwest,West North Central,Mountain Plains,0,0,38015
